OG_id	D_melanogaster_all	D_melanogaster_gene	D_melanogaster_protein	D_yakuba_all	D_yakuba_gene	D_yakuba_protein	ML dN	ML dS	ML omega
46581	FBgn0050094	FBgn0050094	FBpp0086372	FBgn0229553	FBgn0229553	FBpp0256769	0.011	0.2609	0.0422
46585	FBgn0032008	FBgn0032008	FBpp0312408	FBgn0236140	FBgn0236140	FBpp0263758	0.0293	0.4897	0.0598
46587	FBgn0051469	FBgn0051469	FBpp0082309	FBgn0241536	FBgn0241536	FBpp0269429	0.0531	0.4332	0.1226
46589	FBgn0034086	FBgn0034086	FBpp0086385	FBgn0231718	FBgn0231718	FBpp0259102	0.078	0.5532	0.141
46594	FBgn0004436	FBgn0004436	FBpp0297243	FBgn0242398	FBgn0242398	FBpp0270329	0.0002	0.1522	0.0013
46601	FBgn0003514	FBgn0003514	FBpp0311461	FBgn0067924	FBgn0067924	FBpp0261486	0.0002	0.1891	0.0011
46602	FBgn0000109	FBgn0000109	FBpp0312098	FBgn0238192	FBgn0238192	FBpp0265913	0.0156	0.2193	0.0711
46603	FBgn0053082	FBgn0053082	FBpp0312373	FBgn0234154	FBgn0234154	FBpp0261666	0.129	0.3558	0.3626
46604	FBgn0053483;FBgn0053920;FBgn0053654;FBgn0053773;FBgn0053923;FBgn0053723;FBgn0053798;FBgn0053632;FBgn0053912;FBgn0053777;FBgn0053922;FBgn0053764;FBgn0053463	FBgn0053483	FBpp0292484	FBgn0230247;FBgn0277408;FBgn0275453;FBgn0277062;FBgn0237909;FBgn0228369;FBgn0275559;FBgn0240544;FBgn0241862;FBgn0276141;FBgn0231743;FBgn0233246;FBgn0275697;FBgn0240535;FBgn0277394;FBgn0277135;FBgn0275649;FBgn0276981;FBgn0228746;FBgn0275834;FBgn0277010	FBgn0230247	FBpp0257519	0.3729	4.4869	0.0831
46606	FBgn0034499	FBgn0034499	FBpp0085613	FBgn0231459	FBgn0231459	FBpp0258818	0.008	0.3473	0.023
46610	FBgn0062413	FBgn0062413	FBpp0300818	FBgn0234256	FBgn0234256	FBpp0261772	0.0205	0.2478	0.0827
46616	FBgn0052023;FBgn0035929	FBgn0052023	FBpp0076315	FBgn0238549;FBgn0238548	FBgn0238549	FBpp0266291	0.327	12.4571	0.0263
46621	FBgn0034511	FBgn0034511	FBpp0085532	FBgn0229886	FBgn0229886	FBpp0257127	0.0637	0.4362	0.146
46629	FBgn0037345	FBgn0037345	FBpp0078348	FBgn0228021	FBgn0228021	FBpp0255150	0.1024	0.3163	0.3237
46633	FBgn0034766	FBgn0034766	FBpp0071781	FBgn0231644	FBgn0231644	FBpp0259024	0.0287	0.2687	0.1068
46637	FBgn0085488	FBgn0085488	FBpp0111677	FBgn0275724	FBgn0275724	FBpp0361304	0.0807	0.3002	0.2688
46638	FBgn0011217	FBgn0011217	FBpp0302691	FBgn0067978	FBgn0067978	FBpp0271440	0	0.0232	0
46641	FBgn0028880	FBgn0028880	FBpp0296941	FBgn0238325	FBgn0238325	FBpp0353952	0.0228	0.304	0.075
46642	FBgn0263051	FBgn0263051	FBpp0312179	FBgn0230705	FBgn0230705	FBpp0258007	0.0087	0.2949	0.0295
46643	FBgn0035528	FBgn0035528	FBpp0290000	FBgn0068415	FBgn0068415	FBpp0265635	0.0345	0.3112	0.1109
46647	FBgn0031331	FBgn0031331	FBpp0310385	FBgn0235009	FBgn0235009	FBpp0262560	0.1807	0.4179	0.4324
46648	FBgn0033724	FBgn0033724	FBpp0308692	FBgn0230192	FBgn0230192	FBpp0257459	0.0844	0.2605	0.324
46653	FBgn0085312	FBgn0085312	FBpp0111393	FBgn0233685;FBgn0242263	FBgn0233685	FBpp0261150	0.3652	0.9	0.4058
46667	FBgn0051713	FBgn0051713	FBpp0079490	FBgn0228029	FBgn0228029	FBpp0255159	0.0263	0.1521	0.1729
46672	FBgn0040389	FBgn0040389	FBpp0070389	FBgn0234440	FBgn0234440	FBpp0261962	0.0248	0.446	0.0556
46676	FBgn0032554	FBgn0032554	FBpp0294009	FBgn0241900	FBgn0241900	FBpp0269808	0.0586	0.2284	0.2566
46680	FBgn0034545	FBgn0034545	FBpp0085550	FBgn0229903	FBgn0229903	FBpp0257146	0.0663	0.4476	0.1481
46686	FBgn0001491	FBgn0001491	FBpp0073316	FBgn0234777	FBgn0234777	FBpp0262314	0.003	0.4766	0.0063
46695	FBgn0051109	FBgn0051109	FBpp0084166	FBgn0228590	FBgn0228590	FBpp0255757	0.0486	0.1203	0.404
46710	FBgn0053769	FBgn0053769	FBpp0091031	FBgn0239840	FBgn0239840	FBpp0358697	0.0483	0.3298	0.1465
46730	FBgn0003462	FBgn0003462	FBpp0305736	FBgn0022829	FBgn0022829	FBpp0265245	0.0114	0.2347	0.0486
46741	FBgn0035806	FBgn0035806	FBpp0076519	FBgn0067441	FBgn0067441	FBpp0266645	0.0776	0.3334	0.2328
46744	FBgn0036815	FBgn0036815	FBpp0074823	FBgn0237301	FBgn0237301	FBpp0264984	0.1549	0.5038	0.3075
46745	FBgn0051324	FBgn0051324	FBpp0084358	FBgn0240820	FBgn0240820	FBpp0352958	0.0272	0.1802	0.1509
46747	FBgn0036761	FBgn0036761	FBpp0074926	FBgn0239338	FBgn0239338	FBpp0267118	0.0119	0.2098	0.0567
46758	FBgn0015379	FBgn0015379	FBpp0076894	FBgn0235356	FBgn0235356	FBpp0262930	0.0278	0.5145	0.054
46760	FBgn0038043	FBgn0038043	FBpp0082059	FBgn0068392	FBgn0068392	FBpp0271201	0.0664	0.4837	0.1373
46764	FBgn0031719	FBgn0031719	FBpp0078736	FBgn0242560	FBgn0242560	FBpp0359706	0.0824	0.4515	0.1825
46765	FBgn0002592	FBgn0002592	FBpp0084354	FBgn0082694	FBgn0082694	FBpp0255660	0.028	0.2491	0.1124
46766	FBgn0034292;FBgn0034291	FBgn0034292	FBpp0085990	FBgn0231583;FBgn0068287	FBgn0231583	FBpp0258953	0.0374	0.2006	0.1864
46771	FBgn0031436	FBgn0031436	FBpp0271901	FBgn0232661	FBgn0232661	FBpp0260081	0.011	0.3055	0.036
46774	FBgn0266722	FBgn0266722	FBpp0082570	FBgn0243413	FBgn0243413	FBpp0271396	0.0003	0.293	0.001
46781	FBgn0030259	FBgn0030259	FBpp0288875	FBgn0234796	FBgn0234796	FBpp0262335	0.0039	0.0616	0.0633
46783	FBgn0034802	FBgn0034802	FBpp0071903	FBgn0276532	FBgn0276532	FBpp0358209	0.005	0.1529	0.0327
46787	FBgn0033153	FBgn0033153	FBpp0088120	FBgn0236477	FBgn0236477	FBpp0357475	0.0073	0.4057	0.018
46790	FBgn0085318	FBgn0085318	FBpp0297896	FBgn0241096	FBgn0241096	FBpp0268964	0.0866	0.2783	0.3112
46798	FBgn0024491	FBgn0024491	FBpp0312505	FBgn0243362	FBgn0243362	FBpp0271342	0.0057	0.4039	0.0141
46801	FBgn0037009	FBgn0037009	FBpp0077867	FBgn0237029;FBgn0240439	FBgn0237029	FBpp0264704	0.0056	0.3366	0.0166
46802	FBgn0040077	FBgn0040077	FBpp0099893	FBgn0067937	FBgn0067937	FBpp0269428	0.0003	0.2604	0.0012
46808	FBgn0051080	FBgn0051080	FBpp0084404	FBgn0240841	FBgn0240841	FBpp0268691	0.0263	0.2099	0.1253
46809	FBgn0083943	FBgn0083943	FBpp0110084	FBgn0243061	FBgn0243061	FBpp0357331	0.0112	0.2606	0.043
46811	FBgn0250904	FBgn0250904	FBpp0111647	FBgn0275731	FBgn0275731	FBpp0362810	0.415	0.8536	0.4862
46812	FBgn0036416	FBgn0036416	FBpp0075482	FBgn0239242	FBgn0239242	FBpp0267020	0.0264	0.2764	0.0955
46818	FBgn0036107	FBgn0036107	FBpp0075999	FBgn0239012	FBgn0239012	FBpp0266777	0.023	0.2532	0.0908
46820	FBgn0050062	FBgn0050062	FBpp0292257	FBgn0275891	FBgn0275891	FBpp0354868	0.0298	0.2589	0.1151
46824	FBgn0029726	FBgn0029726	FBpp0288877	FBgn0234324	FBgn0234324	FBpp0261842	0.1655	0.3423	0.4835
46830	FBgn0040296	FBgn0040296	FBpp0301079	FBgn0239269	FBgn0239269	FBpp0357902	0.0079	0.4983	0.0159
46834	FBgn0036922	FBgn0036922	FBpp0312152	FBgn0239671;FBgn0239672	FBgn0239671	FBpp0267459	0.0003	0.3112	0.001
46836	FBgn0035578	FBgn0035578	FBpp0297711	FBgn0237890	FBgn0237890	FBpp0265592	0.0291	0.232	0.1254
46844	FBgn0003205	FBgn0003205	FBpp0081600	FBgn0241874	FBgn0241874	FBpp0269781	0.0001	0.0862	0.0012
46882	FBgn0032125	FBgn0032125	FBpp0079429	FBgn0236234	FBgn0236234	FBpp0263861	0.0058	0.2288	0.0253
46909	FBgn0000173	FBgn0000173	FBpp0289793	FBgn0234595	FBgn0234595	FBpp0353443	0.0003	0.3153	0.001
46915	FBgn0062412	FBgn0062412	FBpp0081325	FBgn0242918	FBgn0242918	FBpp0270878	0.0147	0.5997	0.0245
46918	FBgn0036111	FBgn0036111	FBpp0075979	FBgn0237572	FBgn0237572	FBpp0265263	0.0025	0.3057	0.0082
46920	FBgn0030584	FBgn0030584	FBpp0073806	FBgn0233646	FBgn0233646	FBpp0261108	0.0521	0.5228	0.0997
46921	FBgn0037987	FBgn0037987	FBpp0082026	FBgn0241665	FBgn0241665	FBpp0269563	0.0327	0.2937	0.1113
46927	FBgn0283477	FBgn0283477	FBpp0293269	FBgn0243353	FBgn0243353	FBpp0271333	0.0036	0.2886	0.0125
46930	FBgn0037121	FBgn0037121	FBpp0078086	FBgn0237120;FBgn0240232	FBgn0237120	FBpp0264797	0.0005	0.4768	0.001
46935	FBgn0010423	FBgn0010423	FBpp0087280	FBgn0068015	FBgn0068015	FBpp0258047	0.0028	0.1299	0.0216
46938	FBgn0001228	FBgn0001228	FBpp0292525	FBgn0068141	FBgn0068141	FBpp0265839	0.032	0.2382	0.1343
46940	FBgn0266410	FBgn0266410	FBpp0310739	FBgn0242990	FBgn0242990	FBpp0359636	0	0.0227	0
46950	FBgn0051807	FBgn0051807	FBpp0080497	FBgn0230870	FBgn0230870	FBpp0258185	0.2234	0.3746	0.5964
46951	FBgn0035138	FBgn0035138	FBpp0072467	FBgn0238306	FBgn0238306	FBpp0266034	0.2076	0.3024	0.6865
46952	FBgn0034721	FBgn0034721	FBpp0071730	FBgn0231797	FBgn0231797	FBpp0259185	0.0363	0.3352	0.1083
46954	FBgn0035737	FBgn0035737	FBpp0076618	FBgn0238846	FBgn0238846	FBpp0266601	0.0069	0.272	0.0254
46956	FBgn0085280	FBgn0085280	FBpp0290234	FBgn0237254	FBgn0237254	FBpp0354838	0.0375	0.1285	0.2918
46959	FBgn0036577	FBgn0036577	FBpp0075240	FBgn0239801;FBgn0240097	FBgn0239801	FBpp0354758	0.094	0.1751	0.5368
46966	FBgn0260230	FBgn0260230	FBpp0289864	FBgn0241668	FBgn0241668	FBpp0269566	0.1599	0.3651	0.438
46969	FBgn0085243	FBgn0085243	FBpp0111322	FBgn0229234	FBgn0229234	FBpp0256438	0.0176	0.3864	0.0455
46975	FBgn0025820	FBgn0025820	FBpp0072671	FBgn0238200	FBgn0238200	FBpp0265922	0.0199	0.4447	0.0447
46978	FBgn0261507	FBgn0261507	FBpp0300320	FBgn0276862;FBgn0276593	FBgn0276862	FBpp0353457	0.1175	0.409	0.2873
46981	FBgn0001120	FBgn0001120	FBpp0075447	FBgn0237325	FBgn0237325	FBpp0265009	0.05	0.3039	0.1645
46984	FBgn0034725	FBgn0034725	FBpp0071734	FBgn0231802	FBgn0231802	FBpp0259190	0.0304	0.3205	0.0949
46985	FBgn0037860	FBgn0037860	FBpp0081856	FBgn0241759	FBgn0241759	FBpp0269661	0.0723	0.3003	0.2408
46986	FBgn0035993	FBgn0035993	FBpp0076232	FBgn0238513	FBgn0238513	FBpp0266251	0.0254	0.2556	0.0994
46990	FBgn0028913	FBgn0028913	FBpp0080227	FBgn0242012	FBgn0242012	FBpp0269927	0.0528	0.4193	0.1259
46996	FBgn0034140	FBgn0034140	FBpp0297147	FBgn0231680	FBgn0231680	FBpp0259063	0.0422	1.1318	0.0373
46999	FBgn0051450	FBgn0051450	FBpp0081380	FBgn0241942	FBgn0241942	FBpp0269853	0.0294	0.3583	0.0821
47005	FBgn0036433	FBgn0036433	FBpp0075430	FBgn0239251	FBgn0239251	FBpp0267029	0.0026	0.241	0.0108
47014	FBgn0031345	FBgn0031345	FBpp0077585	FBgn0233138	FBgn0233138	FBpp0260576	0.1354	0.3689	0.367
47019	FBgn0263748	FBgn0263748	FBpp0302543	FBgn0277215	FBgn0277215	FBpp0354783	0.162	0.3747	0.4323
47025	FBgn0036799	FBgn0036799	FBpp0100006	FBgn0239297	FBgn0239297	FBpp0267077	0.1469	0.5221	0.2814
47026	FBgn0027657	FBgn0027657	FBpp0082702	FBgn0243377	FBgn0243377	FBpp0363847	0.0056	0.2066	0.0271
47027	FBgn0031110	FBgn0031110	FBpp0076994	FBgn0235318	FBgn0235318	FBpp0262890	0.0576	0.5871	0.0981
47028	FBgn0001224	FBgn0001224	FBpp0076181	FBgn0238123	FBgn0238123	FBpp0265842	0.009	0.1758	0.0512
47037	FBgn0037262	FBgn0037262	FBpp0078496	FBgn0242496;FBgn0277172	FBgn0242496	FBpp0363822	0.0272	0.1972	0.1379
47041	FBgn0010403	FBgn0010403	FBpp0078304	FBgn0241260	FBgn0241260	FBpp0269134	0.0361	0.4914	0.0735
47046	FBgn0031288	FBgn0031288	FBpp0306842	FBgn0234635	FBgn0234635	FBpp0262165	0.059	0.4034	0.1463
47047	FBgn0261277	FBgn0261277	FBpp0304131	FBgn0234788	FBgn0234788	FBpp0262325	0.0367	0.3862	0.095
47053	FBgn0262485;FBgn0053252;FBgn0052588	FBgn0262485	FBpp0293378	FBgn0233615	FBgn0233615	FBpp0261075	0.5705	0.608	0.9383
47072	FBgn0250827	FBgn0250827	FBpp0111326	FBgn0240325	FBgn0240325	FBpp0268134	0.0636	0.3138	0.2027
47073	FBgn0038673	FBgn0038673	FBpp0083124	FBgn0242638	FBgn0242638	FBpp0270584	0.0735	0.2989	0.2459
47075	FBgn0037500	FBgn0037500	FBpp0081109	FBgn0242848;FBgn0228960	FBgn0242848	FBpp0270803	0.1526	0.2156	0.7078
47077	FBgn0050376	FBgn0050376	FBpp0087876	FBgn0240373	FBgn0240373	FBpp0268182	0.051	0.3584	0.1423
47082	FBgn0002736	FBgn0002736	FBpp0071497	FBgn0067949	FBgn0067949	FBpp0257179	0.0003	0.2663	0.0011
47086	FBgn0030103	FBgn0030103	FBpp0071242	FBgn0235223	FBgn0235223	FBpp0356713	0.05	0.3863	0.1294
47089	FBgn0038054;FBgn0263389	FBgn0038054	FBpp0082102	FBgn0276691;FBgn0275479	FBgn0276691	FBpp0356867	0.6746	5.782	0.1167
47090	FBgn0051323	FBgn0051323	FBpp0298340	FBgn0240822	FBgn0240822	FBpp0268668	0.005	0.2786	0.0179
47096	FBgn0030545	FBgn0030545	FBpp0073716	FBgn0234607	FBgn0234607	FBpp0262136	0.1135	0.3767	0.3013
47108	FBgn0035601	FBgn0035601	FBpp0076859	FBgn0068005	FBgn0068005	FBpp0265574	0.0001	0.0912	0.0011
47118	FBgn0062411	FBgn0062411	FBpp0085111	FBgn0240541	FBgn0240541	FBpp0268358	0.0536	0.3752	0.1429
47121	FBgn0035427	FBgn0035427	FBpp0303875	FBgn0238606	FBgn0238606	FBpp0360031	0.0029	0.1609	0.018
47124	FBgn0034362	FBgn0034362	FBpp0085885	FBgn0229761	FBgn0229761	FBpp0256993	0.0149	0.2497	0.0597
47128	FBgn0085290	FBgn0085290	FBpp0111371	FBgn0237065;FBgn0240254	FBgn0237065	FBpp0264742	0.0336	0.1833	0.1833
47131	FBgn0085474	FBgn0085474	FBpp0111661	FBgn0229637	FBgn0229637	FBpp0357511	0.0227	0.3587	0.0633
47145	FBgn0262150	FBgn0262150	FBpp0309569	FBgn0275601	FBgn0275601	FBpp0359991	0.1781	0.3718	0.479
47150	FBgn0264291	FBgn0264291	FBpp0082849	FBgn0227998	FBgn0227998	FBpp0255126	0.034	0.3577	0.0951
47152	FBgn0039453	FBgn0039453	FBpp0308348	FBgn0228468	FBgn0228468	FBpp0255625	0.0694	0.324	0.2142
47154	FBgn0039639	FBgn0039639	FBpp0084782	FBgn0228335	FBgn0228335	FBpp0255484	0.0352	0.3499	0.1006
47156	FBgn0030642	FBgn0030642	FBpp0312003	FBgn0233596	FBgn0233596	FBpp0261055	0.0495	0.3903	0.1268
47160	FBgn0037123	FBgn0037123	FBpp0078110	FBgn0240187;FBgn0239525	FBgn0240187	FBpp0267996	0.0535	0.228	0.2346
47168	FBgn0039186	FBgn0039186	FBpp0271791	FBgn0228649	FBgn0228649	FBpp0353420	0.0071	0.1513	0.0469
47170	FBgn0013348	FBgn0013348	FBpp0301709	FBgn0229130	FBgn0229130	FBpp0256325	0.0003	0.2904	0.001
47171	FBgn0031268	FBgn0031268	FBpp0077729	FBgn0234423	FBgn0234423	FBpp0261945	0.0226	0.3246	0.0696
47174	FBgn0037340	FBgn0037340	FBpp0307739	FBgn0241295	FBgn0241295	FBpp0269173	0.0549	0.3784	0.1451
47177	FBgn0051407	FBgn0051407	FBpp0310718	FBgn0241817	FBgn0241817	FBpp0269722	0.0485	0.3365	0.1441
47178	FBgn0051698	FBgn0051698	FBpp0310557	FBgn0232519	FBgn0232519	FBpp0259939	0.1604	0.3451	0.4648
47181	FBgn0040658	FBgn0040658	FBpp0100005	FBgn0231641	FBgn0231641	FBpp0259021	0.0117	0.1778	0.0658
47182	FBgn0050105	FBgn0050105	FBpp0086057	FBgn0231615	FBgn0231615	FBpp0258990	0.0837	0.2697	0.3103
47183	FBgn0050080	FBgn0050080	FBpp0086453	FBgn0231759	FBgn0231759	FBpp0259146	0.0211	0.4882	0.0432
47185	FBgn0003607	FBgn0003607	FBpp0079251	FBgn0068027	FBgn0068027	FBpp0256143	0.0236	0.28	0.0843
47191	FBgn0050487	FBgn0050487	FBpp0086915	FBgn0231087	FBgn0231087	FBpp0258419	0.2703	0.3071	0.8802
47197	FBgn0053002	FBgn0053002	FBpp0311697	FBgn0232304	FBgn0232304	FBpp0259720	0.0093	0.3472	0.0268
47204	FBgn0052847	FBgn0052847	FBpp0075392	FBgn0277170	FBgn0277170	FBpp0355059	0.277	0.4103	0.6751
47208	FBgn0031504	FBgn0031504	FBpp0077345	FBgn0235643	FBgn0235643	FBpp0263222	0.0818	0.3221	0.254
47214	FBgn0262736	FBgn0262736	FBpp0085484	FBgn0068002	FBgn0068002	FBpp0269697	0	0.0477	0
47215	FBgn0031529	FBgn0031529	FBpp0077282	FBgn0232471	FBgn0232471	FBpp0259891	0.0086	0.26	0.0331
47217	FBgn0085260	FBgn0085260	FBpp0311199	FBgn0230140	FBgn0230140	FBpp0353139	0.0512	0.5278	0.097
47222	FBgn0036118	FBgn0036118	FBpp0075932	FBgn0239025	FBgn0239025	FBpp0266790	0.0084	0.2791	0.0301
47227	FBgn0051949	FBgn0051949	FBpp0077437	FBgn0235540	FBgn0235540	FBpp0263116	0.2891	0.4184	0.691
47237	FBgn0030951	FBgn0030951	FBpp0074378	FBgn0233070	FBgn0233070	FBpp0260504	0.0395	0.6028	0.0655
47238	FBgn0053475	FBgn0053475	FBpp0087409	FBgn0238812	FBgn0238812	FBpp0266567	0.0857	0.3433	0.2496
47240	FBgn0033699	FBgn0033699	FBpp0087115	FBgn0068208	FBgn0068208	FBpp0356179	0.0001	0.0644	0.0016
47250	FBgn0053051	FBgn0053051	FBpp0074992	FBgn0239381	FBgn0239381	FBpp0267162	0.0305	0.1965	0.1552
47253	FBgn0033591	FBgn0033591	FBpp0087289	FBgn0230750	FBgn0230750	FBpp0258055	0.0418	0.3022	0.1383
47254	FBgn0038568	FBgn0038568	FBpp0082969	FBgn0242579	FBgn0242579	FBpp0270523	0.1139	0.5983	0.1904
47256	FBgn0262566	FBgn0262566	FBpp0293428	FBgn0229196	FBgn0229196	FBpp0256394	0.1112	0.2553	0.4356
47258	FBgn0051268	FBgn0051268	FBpp0082831	FBgn0250782	FBgn0250782	FBpp0288632	0.1027	0.2234	0.4597
47260	FBgn0032059	FBgn0032059	FBpp0079352	FBgn0228668	FBgn0228668	FBpp0358022	0.0003	0.297	0.001
47261	FBgn0035186	FBgn0035186	FBpp0072521	FBgn0238398	FBgn0238398	FBpp0266129	0.0227	0.4323	0.0525
47270	FBgn0053177	FBgn0053177	FBpp0073779	FBgn0234642	FBgn0234642	FBpp0262173	0.0229	0.3208	0.0714
47275	FBgn0037416	FBgn0037416	FBpp0078248	FBgn0228070	FBgn0228070	FBpp0255202	0.0017	0.3127	0.0054
47276	FBgn0038275	FBgn0038275	FBpp0082462	FBgn0241394	FBgn0241394	FBpp0269275	0.0426	0.4862	0.0876
47281	FBgn0011726	FBgn0011726	FBpp0072097	FBgn0064246	FBgn0064246	FBpp0256501	0.0001	0.1222	0.0008
47282	FBgn0010265	FBgn0010265	FBpp0312104	FBgn0068059	FBgn0068059	FBpp0256046	0.0054	0.1444	0.0374
47289	FBgn0037046	FBgn0037046	FBpp0077982	FBgn0240155;FBgn0239585	FBgn0240155	FBpp0267964	0.0973	0.3229	0.3013
47290	FBgn0036804	FBgn0036804	FBpp0112092	FBgn0239293	FBgn0239293	FBpp0267073	0.0181	0.2371	0.0763
47295	FBgn0038830	FBgn0038830	FBpp0083396	FBgn0242124	FBgn0242124	FBpp0359080	0.0003	0.255	0.0012
47296	FBgn0010438	FBgn0010438	FBpp0082729	FBgn0243360	FBgn0243360	FBpp0271340	0.0061	0.2322	0.0263
47299	FBgn0064115	FBgn0064115	FBpp0088773	FBgn0229204	FBgn0229204	FBpp0256404	0.0294	0.3846	0.0764
47305	FBgn0038307	FBgn0038307	FBpp0082513	FBgn0241408	FBgn0241408	FBpp0362060	0.0536	0.4275	0.1254
47310	FBgn0030262	FBgn0030262	FBpp0312036	FBgn0233463	FBgn0233463	FBpp0260913	0.0798	0.3859	0.2068
47330	FBgn0039374;FBgn0039373	FBgn0039374	FBpp0084277	FBgn0240790;FBgn0240792	FBgn0240790	FBpp0268627	0.2815	2.978	0.0945
47331	FBgn0036826	FBgn0036826	FBpp0074842	FBgn0239763;FBgn0239767	FBgn0239763	FBpp0267554	0.0468	0.4218	0.111
47335	FBgn0263000	FBgn0263000	FBpp0297741	FBgn0231441	FBgn0231441	FBpp0258799	0.1058	0.6535	0.1619
47343	FBgn0039538	FBgn0039538	FBpp0084586	FBgn0240910	FBgn0240910	FBpp0268763	0.0371	0.3566	0.104
47346	FBgn0038420	FBgn0038420	FBpp0082774	FBgn0243351	FBgn0243351	FBpp0271331	0.0003	0.2679	0.0011
47359	FBgn0031601	FBgn0031601	FBpp0077125	FBgn0235712	FBgn0235712	FBpp0263297	0.0003	0.2619	0.0011
47361	FBgn0066303	FBgn0066303	FBpp0088337	FBgn0233433	FBgn0233433	FBpp0359137	0.0027	0.6338	0.0043
47372	FBgn0023214	FBgn0023214	FBpp0085834	FBgn0231538	FBgn0231538	FBpp0258903	0.0503	0.3931	0.128
47375	FBgn0031315	FBgn0031315	FBpp0077629	FBgn0234864	FBgn0234864	FBpp0262406	0.0201	0.4049	0.0496
47378	FBgn0028926	FBgn0028926	FBpp0080256	FBgn0084892	FBgn0084892	FBpp0264065	0.0044	0.4405	0.01
47379	FBgn0064912	FBgn0064912	FBpp0289352	FBgn0228121	FBgn0228121	FBpp0353721	0.1616	0.5084	0.3179
47380	FBgn0035068	FBgn0035068	FBpp0072283	FBgn0232050	FBgn0232050	FBpp0358594	0.0895	0.5678	0.1576
47382	FBgn0038217	FBgn0038217	FBpp0082411	FBgn0227923	FBgn0227923	FBpp0255050	0.0575	0.2883	0.1994
47386	FBgn0031437	FBgn0031437	FBpp0307163	FBgn0235595	FBgn0235595	FBpp0263173	0.0026	0.3701	0.007
47388	FBgn0026176	FBgn0026176	FBpp0087127	FBgn0231145	FBgn0231145	FBpp0258486	0.0189	0.2836	0.0666
47389	FBgn0030876	FBgn0030876	FBpp0074266	FBgn0235140	FBgn0235140	FBpp0262703	0.0186	0.2192	0.0849
47398	FBgn0037728	FBgn0037728	FBpp0300672	FBgn0243019	FBgn0243019	FBpp0270983	0.0131	0.2948	0.0444
47402	FBgn0036639	FBgn0036639	FBpp0075150	FBgn0237190	FBgn0237190	FBpp0264869	0.0291	0.1964	0.1482
47406	FBgn0038491	FBgn0038491	FBpp0082851	FBgn0228000	FBgn0228000	FBpp0255128	0.0107	0.2138	0.05
47408	FBgn0036335	FBgn0036335	FBpp0075631	FBgn0237405	FBgn0237405	FBpp0265091	0.0093	0.3893	0.0239
47409	FBgn0019624	FBgn0019624	FBpp0081948	FBgn0241335	FBgn0241335	FBpp0269214	0.0002	0.1804	0.0011
47416	FBgn0031753	FBgn0031753	FBpp0078781	FBgn0236339	FBgn0236339	FBpp0263979	0.0002	0.1704	0.0012
47418	FBgn0004132	FBgn0004132	FBpp0088027	FBgn0240971	FBgn0240971	FBpp0268826	0.0198	0.4884	0.0405
47420	FBgn0031979	FBgn0031979	FBpp0079162	FBgn0236122	FBgn0236122	FBpp0263740	0.0592	0.4265	0.1388
47423	FBgn0032804	FBgn0032804	FBpp0080793	FBgn0230955	FBgn0230955	FBpp0258278	0.0419	0.2625	0.1596
47427	FBgn0037235	FBgn0037235	FBpp0078549	FBgn0242480	FBgn0242480	FBpp0270419	0.0467	0.2803	0.1666
47434	FBgn0040963	FBgn0040963	FBpp0079361	FBgn0236201	FBgn0236201	FBpp0263825	0.0268	0.3491	0.0768
47436	FBgn0260860	FBgn0260860	FBpp0084936	FBgn0228700	FBgn0228700	FBpp0255874	0.0005	0.4708	0.0011
47443	FBgn0030161	FBgn0030161	FBpp0309784	FBgn0233004	FBgn0233004	FBpp0260438	0.0493	0.4002	0.1232
47444	FBgn0264775;FBgn0264776	FBgn0264775	FBpp0306268	FBgn0243399;FBgn0276991	FBgn0243399	FBpp0364423	0.4482	1.4899	0.3008
47446	FBgn0028429	FBgn0028429	FBpp0111848	FBgn0237617	FBgn0237617	FBpp0265308	0.0556	0.1489	0.3734
47447	FBgn0011291	FBgn0011291	FBpp0079514	FBgn0228225	FBgn0228225	FBpp0255368	0.0106	0.312	0.034
47463	FBgn0053689;FBgn0053688	FBgn0053689	FBpp0312384	FBgn0236870;FBgn0276482;FBgn0240315	FBgn0236870	FBpp0354069	0.0688	0.2879	0.239
47475	FBgn0264740	FBgn0264740	FBpp0308726	FBgn0241058	FBgn0241058	FBpp0268920	0.0505	0.3922	0.1288
47487	FBgn0001254	FBgn0001254	FBpp0073000	FBgn0237987	FBgn0237987	FBpp0265692	0.062	0.4134	0.15
47488	FBgn0032127	FBgn0032127	FBpp0271837	FBgn0236236	FBgn0236236	FBpp0263863	0.0375	0.2409	0.1557
47492	FBgn0004431	FBgn0004431	FBpp0072533	FBgn0238265	FBgn0238265	FBpp0265991	0.0856	0.5018	0.1706
47497	FBgn0039145	FBgn0039145	FBpp0309807	FBgn0240626	FBgn0240626	FBpp0268452	0.0151	0.2412	0.0626
47499	FBgn0051875	FBgn0051875	FBpp0300443	FBgn0227942	FBgn0227942	FBpp0363274	0.0761	0.3466	0.2196
47501	FBgn0034001	FBgn0034001	FBpp0086531	FBgn0230014	FBgn0230014	FBpp0257266	0.019	0.3668	0.0518
47504	FBgn0038234	FBgn0038234	FBpp0082412	FBgn0241366	FBgn0241366	FBpp0269247	0.0067	0.2681	0.025
47505	FBgn0265101	FBgn0265101	FBpp0081351	FBgn0084489	FBgn0084489	FBpp0269870	0.0359	0.3574	0.1004
47507	FBgn0034033	FBgn0034033	FBpp0309024	FBgn0231767	FBgn0231767	FBpp0259154	0.0479	0.3551	0.1349
