"FBgn" "ML.dN" "ML.dS" "ML.omega"
"FBgn0052548" 0.162 0.6116 0.2649
"FBgn0031403" 0.0037 0.2954 0.0125
"FBgn0032577" 0.0598 0.1686 0.3547
"FBgn0031562" 0.0342 0.4047 0.0845
"FBgn0260428" 0.2787 0.4898 0.569
"FBgn0259926" 0.033 0.2658 0.1242
"FBgn0035552" 0.0286 0.1396 0.2049
"FBgn0035423" 0 0.0292 0
"FBgn0284248" 1e-04 0.107 9e-04
"FBgn0054026" 0.0243 0.3596 0.0676
"FBgn0038545" 0.0058 0.2823 0.0205
"FBgn0034478" 0.0231 0.3118 0.0741
"FBgn0001197" 0.0032 0.2138 0.015
"FBgn0040365" 0.274 0.8224 0.3332
"FBgn0085284" 0.0275 0.3137 0.0877
"FBgn0036822" 0.0533 0.25 0.2132
"FBgn0040743" 0.0316 0.1797 0.1758
"FBgn0085214" 0.0832 0.2724 0.3054
"FBgn0259720" 0.0149 0.1134 0.1314
"FBgn0263321" 0.177 0.3649 0.4851
"FBgn0031512" 0.1272 0.5802 0.2192
"FBgn0036609" 0.0971 0.3029 0.3206
"FBgn0085274" 0.2442 0.4847 0.5038
"FBgn0038238" 0.0285 0.1511 0.1886
"FBgn0261838" 0.0112 0.4009 0.0279
"FBgn0261631" 0.124 0.2786 0.4451
"FBgn0050423" 0.0484 0.3018 0.1604
"FBgn0250845" 0.0994 0.2519 0.3946
"FBgn0013954" 0.0451 0.4147 0.1088
"FBgn0035592" 0.0074 0.2688 0.0275
"FBgn0030519" 0.0034 0.1433 0.0237
"FBgn0050285" 0.1332 0.3569 0.3732
"FBgn0039266" 0.0277 0.1231 0.225
"FBgn0032202" 0.0116 0.2793 0.0415
"FBgn0266421" 0.0078 0.3005 0.026
"FBgn0052280" 0.0035 0.1456 0.024
"FBgn0039359" 1e-04 0.1375 7e-04
"FBgn0030237" 0.0594 0.3661 0.1623
"FBgn0037930" 0.0099 0.2256 0.0439
"FBgn0033861" 0.1016 0.4299 0.2363
"FBgn0034470" 0.0271 0.3308 0.0819
"FBgn0038387" 0.0252 0.2163 0.1165
"FBgn0033893" 0.0185 0.3359 0.0551
"FBgn0037061" 0.0224 0.1979 0.1132
"FBgn0036349" 0.0268 0.2498 0.1073
"FBgn0262812" 0.0492 0.512 0.0961
"FBgn0030541" 0.0388 0.1769 0.2193
"FBgn0040996" 0.0601 0.4384 0.1371
"FBgn0083970" 0.0268 0.1529 0.1753
"FBgn0040929" 0.0249 0.244 0.102
"FBgn0032847" 0.0033 0.3395 0.0097
"FBgn0029647" 0.1032 0.3599 0.2867
"FBgn0262001" 0.034 0.2524 0.1347
"FBgn0004404" 2e-04 0.1907 0.001
"FBgn0043900" 0.0047 0.1296 0.0363
"FBgn0033942" 0.0831 0.3108 0.2674
"FBgn0040396" 0.0411 0.3137 0.131
"FBgn0035089" 0.1098 0.7003 0.1568
"FBgn0033600" 0.0658 0.4929 0.1335
"FBgn0036441" 0.1489 0.4981 0.2989
"FBgn0026878" 0.1152 0.3051 0.3776
"FBgn0036583" 0.0118 0.2083 0.0566
"FBgn0037261" 0.086 0.2197 0.3914
"FBgn0033280" 0.1509 0.3106 0.4858
"FBgn0040588" 0.0599 0.1897 0.3158
"FBgn0029535" 0.1166 0.3686 0.3163
"FBgn0032312" 0.0909 0.267 0.3404
"FBgn0038846" 0.055 0.1659 0.3315
"FBgn0045827" 0.0393 0.2657 0.1479
"FBgn0029836" 0.0959 0.5215 0.1839
"FBgn0085285" 0.0401 0.2878 0.1393
"FBgn0030160" 0.0138 0.411 0.0336
"FBgn0034837" 0.1565 0.4976 0.3145
"FBgn0085218" 0.0836 0.2412 0.3466
"FBgn0038147" 0.0257 0.09 0.2856
"FBgn0053299" 0.0105 0.2932 0.0358
"FBgn0050476" 0.0041 0.3547 0.0116
"FBgn0086710" 0.0037 0.2332 0.0159
"FBgn0032665" 0.0125 0.3129 0.0399
"FBgn0259951" 0.2574 0.4422 0.5821
"FBgn0031786" 0.1894 0.4184 0.4527
"FBgn0250834" 0.2185 0.324 0.6744
"FBgn0035009" 0.087 0.6248 0.1392
"FBgn0032240" 0.0059 0.2472 0.0239
"FBgn0264911" 0.1546 0.4627 0.3341
"FBgn0011586" 0.012 0.9737 0.0123
"FBgn0032914" 0.0258 0.237 0.1089
"FBgn0261789" 7e-04 0.6981 0.001
"FBgn0028943" 0.0613 0.1782 0.344
"FBgn0086907" 0.0129 0.2587 0.0499
"FBgn0036786" 0.0512 0.1735 0.2951
"FBgn0036173" 0.0157 0.283 0.0555
"FBgn0035569" 0.0417 0.1578 0.2643
"FBgn0029937" 0.0524 0.3958 0.1324
"FBgn0011476" 0.0206 0.3041 0.0677
"FBgn0031501" 0.2137 0.7723 0.2767
"FBgn0261068" 3e-04 0.2643 0.0011
"FBgn0085308" 0.0275 0.2195 0.1253
"FBgn0033597" 0.0156 0.1864 0.0837
"FBgn0031701" 0.1147 0.4573 0.2508
"FBgn0032100" 0.0298 0.3931 0.0758
"FBgn0042119" 0.0218 0.2388 0.0913
"FBgn0034327" 0.0224 0.3028 0.074
"FBgn0262017" 0.1942 0.4209 0.4614
"FBgn0259183" 0.0986 0.3525 0.2797
"FBgn0032024" 0.1565 0.2763 0.5664
"FBgn0040719" 0.1107 0.641 0.1727
"FBgn0017578" 0.0322 0.2843 0.1133
"FBgn0036470" 0.1169 0.2858 0.409
"FBgn0031228" 3e-04 0.3116 0.001
"FBgn0086447" 0.0945 0.5048 0.1872
"FBgn0026089" 0.0251 0.6282 0.04
"FBgn0052576" 0.0236 0.16 0.1475
"FBgn0001174" 0.0152 0.2801 0.0543
"FBgn0260455" 0.0996 0.2583 0.3856
"FBgn0085346" 0.038 0.2774 0.137
"FBgn0262547" 0.6935 0.6108 1.1354
"FBgn0030283" 0.089 0.2653 0.3355
"FBgn0023530" 0.025 0.2374 0.1053
"FBgn0039461" 0.0457 0.288 0.1587
"FBgn0031059" 0.0443 0.3253 0.1362
"FBgn0050197" 3e-04 0.2644 0.0011
"FBgn0037913" 0.0749 0.6144 0.1219
"FBgn0035736" 0.0201 0.3637 0.0553
"FBgn0037015" 0.016 0.1408 0.1136
"FBgn0035694" 0.0381 0.2262 0.1684
"FBgn0085350" 0.0259 0.2866 0.0904
"FBgn0262513" 0.0293 0.1674 0.175
"FBgn0039744" 0.0964 0.4193 0.2299
"FBgn0035323" 0.0243 0.2283 0.1064
"FBgn0033701" 0.0365 0.382 0.0955
"FBgn0011761" 0.0341 0.6018 0.0567
"FBgn0259953" 0.1979 0.5227 0.3786
"FBgn0036705" 0.1461 0.5174 0.2824
"FBgn0038558" 0.1004 0.233 0.4309
"FBgn0039305" 0.0036 0.4135 0.0087
"FBgn0043001" 0.0492 0.3319 0.1482
"FBgn0034700" 0.113 0.4786 0.2361
"FBgn0031505" 0.0434 0.2452 0.177
"FBgn0028844" 0.0488 0.3132 0.1558
"FBgn0002629" 0.0052 0.3574 0.0145
"FBgn0085485" 0.0641 0.3106 0.2064
"FBgn0260430" 0.1007 0.2991 0.3367
"FBgn0031700" 1e-04 0.1354 7e-04
"FBgn0039356" 0.0633 0.3735 0.1695
"FBgn0050432" 0.1608 0.3419 0.4703
"FBgn0040338" 0.2398 0.8769 0.2735
"FBgn0037069" 0.0524 0.3539 0.1481
"FBgn0038914" 0.0643 0.4391 0.1464
"FBgn0053530" 0.1869 0.3077 0.6074
"FBgn0033770" 0.1085 0.4943 0.2195
"FBgn0027109" 0.0354 0.4131 0.0857
"FBgn0283471" 0.0021 0.0343 0.0612
"FBgn0061362" 0.0074 0.4769 0.0155
"FBgn0033301" 0.0533 0.3167 0.1683
"FBgn0037468" 0.0076 0.1873 0.0406
"FBgn0013347" 0.0037 0.438 0.0084
"FBgn0250831" 0.1591 0.2983 0.5334
"FBgn0032311" 0.0457 0.3111 0.1469
"FBgn0036638" 0.037 0.1741 0.2125
"FBgn0014849" 0.0348 0.3283 0.106
"FBgn0035742" 0.0246 0.1303 0.1888
"FBgn0053117" 0.1694 0.2607 0.6498
"FBgn0030158" 0.0077 0.2807 0.0274
"FBgn0040070" 0.2736 36.9337 0.0074
"FBgn0053170" 0.3134 1.0703 0.2928
"FBgn0085261" 0.0795 0.6498 0.1223
"FBgn0037067" 0.047 0.2563 0.1834
"FBgn0263023" 0.2125 0.4426 0.4801
"FBgn0030157" 0.2651 0.8995 0.2947
"FBgn0040817" 0.0103 0.1117 0.0922
"FBgn0053838" 2e-04 0.2461 8e-04
"FBgn0031270" 0.0496 0.344 0.1442
"FBgn0061515" 0.0137 0.1578 0.0868
"FBgn0038214" 0.2026 0.5974 0.3391
"FBgn0085273" 0.0497 0.3036 0.1637
"FBgn0031729" 0.0544 0.3608 0.1508
"FBgn0011787" 0.0121 0.2453 0.0493
"FBgn0038646" 0.0506 0.1702 0.2973
"FBgn0032297" 1e-04 0.1357 7e-04
"FBgn0086608" 0.0942 0.2227 0.423
"FBgn0052640" 0.287 1.095 0.2621
"FBgn0014850" 0.0436 0.2372 0.1838
"FBgn0038596" 0.0077 0.2549 0.0302
"FBgn0025839" 0.0172 0.2136 0.0805
"FBgn0085193" 0.0635 0.2211 0.2872
"FBgn0033261" 0.0751 0.3113 0.2412
"FBgn0043530" 0.1151 0.4653 0.2474
"FBgn0030868" 0.0742 0.3329 0.2229
"FBgn0085223" 0.0352 0.3209 0.1097
"FBgn0040514" 0.0709 0.248 0.2859
"FBgn0058198" 0.1132 0.1969 0.5749
"FBgn0052521" 0.0299 0.1634 0.183
"FBgn0038665" 0.0123 0.1968 0.0625
"FBgn0050343" 0.0944 0.6578 0.1435
"FBgn0032335" 0.0341 0.235 0.1451
"FBgn0052457" 0.2613 0.3597 0.7264
"FBgn0026320" 2e-04 0.1501 0.0013
"FBgn0034595" 0.2 0.1813 1.1031
"FBgn0262365" 0.1346 0.4066 0.331
"FBgn0261582" 0.3661 0.5608 0.6528
"FBgn0038363" 0.1631 0.3632 0.4491
"FBgn0030374" 0.1251 0.3607 0.3468
"FBgn0085736" 0.0594 0.2294 0.2589
"FBgn0054029" 0.1745 0.5369 0.325
"FBgn0036351" 0.0488 0.2961 0.1648
"FBgn0037707" 0.0215 0.259 0.083
"FBgn0029946" 0.1033 0.6354 0.1626
"FBgn0261843" 0.0568 0.4801 0.1183
"FBgn0053998" 0.0726 0.3912 0.1856
"FBgn0052259" 0.3124 0.4737 0.6595
"FBgn0035547" 0.0298 0.2061 0.1446
"FBgn0085204" 0.0325 0.1845 0.1762
"FBgn0051816" 0.0092 0.2074 0.0444
"FBgn0016119" 0.0079 0.2566 0.0308
"FBgn0259991" 0.0218 0.2597 0.0839
"FBgn0030643" 0.1365 0.5487 0.2488
"FBgn0035281" 1e-04 0.1448 7e-04
"FBgn0261357" 0.076 0.1379 0.5511
"FBgn0038942" 0.0816 0.3013 0.2708
"FBgn0262821" 0.161 0.3008 0.5352
"FBgn0052544" 0.0159 0.313 0.0508
"FBgn0029715" 0.0327 0.2333 0.1402
"FBgn0030826" 0.0236 0.2864 0.0824
"FBgn0011305" 0.0023 0.2554 0.009
"FBgn0010313" 0.0105 0.2252 0.0466
"FBgn0031980" 0 0.036 0
"FBgn0250824" 0.0794 0.2805 0.2831
"FBgn0032153" 4e-04 0.446 9e-04
"FBgn0085259" 0.026 0.1991 0.1306
"FBgn0263314" 0.0867 0.3804 0.2279
"FBgn0032518" 2e-04 0.1587 0.0013
"FBgn0030711" 0.0871 0.3947 0.2207
"FBgn0052856" 0.0935 0.2193 0.4264
"FBgn0259831" 0.0293 0.2714 0.108
"FBgn0035743" 0.0195 0.1324 0.1473
"FBgn0085219" 0.1007 0.4358 0.2311
"FBgn0029646" 0.0353 0.4385 0.0805
"FBgn0034519" 0.0131 0.2569 0.051
"FBgn0033788" 0.0212 0.8182 0.0259
"FBgn0085231" 0.0634 0.3235 0.196
"FBgn0262360" 0.2335 0.6507 0.3588
"FBgn0035248" 0.0036 0.1667 0.0216
"FBgn0036466" 0.1361 0.5358 0.254
"FBgn0034579" 0.0483 0.3255 0.1484
"FBgn0263647" 0.2545 0.6319 0.4028
"FBgn0026250" 1e-04 0.1225 8e-04
"FBgn0028430" 0.5255 0.6503 0.8081
"FBgn0040687" 0.0243 0.254 0.0957
"FBgn0030272" 0.0422 0.3093 0.1364
"FBgn0250822" 0.0641 0.3445 0.1861
"FBgn0016053" 0.0177 0.2001 0.0885
"FBgn0085236" 0.0732 0.2247 0.3258
"FBgn0030605" 0.0064 0.2556 0.025
"FBgn0026666" 3e-04 0.3427 9e-04
"FBgn0051093" 0.0685 0.0538 1.2732
"FBgn0038662" 0.0043 0.2435 0.0177
"FBgn0083953" 0.0216 0.3406 0.0634
"FBgn0040892" 0.2318 0.3016 0.7686
"FBgn0032318" 0.1093 0.362 0.3019
"FBgn0259917" 0.1508 0.4404 0.3424
"FBgn0250833" 0.0188 0.1544 0.1218
"FBgn0260027" 0.0644 0.4219 0.1526
"FBgn0262683" 0.2693 0.3749 0.7183
"FBgn0037463" 0.1319 0.7037 0.1874
"FBgn0040609" 0.0132 0.2575 0.0513
"FBgn0028567" 0.0247 0.2109 0.1171
"FBgn0052284" 0.1663 0.4111 0.4045
"FBgn0011824" 0.0178 0.225 0.0791
"FBgn0030292" 0.0227 0.2749 0.0826
"FBgn0250903" 1e-04 0.0921 0.0011
"FBgn0030769" 0.0382 0.2991 0.1277
"FBgn0035315" 0.0221 0.226 0.0978
"FBgn0030441" 0.295 0.4033 0.7315
"FBgn0259722" 0.0246 0.1988 0.1237
"FBgn0040763" 2e-04 0.2068 0.001
"FBgn0033592" 0.0399 0.3027 0.1318
"FBgn0051882" 0.2047 0.4968 0.412
"FBgn0035000" 0.0482 0.2569 0.1876
"FBgn0052241" 0.0401 0.27 0.1485
"FBgn0036438" 0.1365 0.4668 0.2924
"FBgn0038200" 0.0045 0.2752 0.0164
"FBgn0002535" 0.0191 0.1661 0.115
"FBgn0051777" 0.0337 0.2106 0.16
"FBgn0034741" 0.0347 0.4197 0.0827
"FBgn0037613" 0.0094 0.1423 0.0661
"FBgn0004593" 0.0392 0.2389 0.1641
"FBgn0053276" 0.0137 0.2248 0.0609
"FBgn0031219" 0.1587 0.3874 0.4097
"FBgn0038645" 0.2585 0.6013 0.4299
"FBgn0054054" 0.5471 2.8864 0.1895
"FBgn0261597" 4e-04 0.4079 0.001
"FBgn0259202" 0.0245 0.1786 0.1372
"FBgn0028506" 0.0035 0.1884 0.0186
"FBgn0261358" 0.1013 0.3606 0.2809
"FBgn0051778" 0.1122 0.3708 0.3026
"FBgn0033279" 0.0506 0.2792 0.1812
"FBgn0010612" 2e-04 0.1618 0.0012
"FBgn0085225" 0.0933 0.3481 0.268
"FBgn0260222" 0.0085 0.3676 0.0231
"FBgn0030078" 0.0665 0.4327 0.1537
"FBgn0032365" 0.0746 0.491 0.1519
"FBgn0052971" 0.2552 0.5731 0.4453
"FBgn0263852" 2e-04 0.2404 8e-04
"FBgn0028663" 4e-04 0.355 0.0011
"FBgn0036334" 0.0042 0.265 0.0158
"FBgn0031677" 0.1044 0.4928 0.2119
"FBgn0261567" 0.1802 0.4823 0.3736
"FBgn0032315" 0.0471 0.2402 0.1961
"FBgn0264295" 0.062 0.5075 0.1222
"FBgn0003979" 0.0238 0.2198 0.1083
"FBgn0032835" 0.0596 0.3969 0.1502
"FBgn0051525" 0.2374 0.319 0.7442
"FBgn0050380" 0.0414 0.2513 0.1647
"FBgn0083967" 0.0144 0.2669 0.054
"FBgn0262535" 0.1996 0.3209 0.622
"FBgn0036421" 0.1575 0.3642 0.4325
"FBgn0040959" 0.207 0.4493 0.4607
"FBgn0020645" 0.0692 0.2585 0.2677
"FBgn0038654" 0.0425 0.3877 0.1096
"FBgn0030905" 0.0643 0.4123 0.156
"FBgn0033603" 0.0481 0.1851 0.2599
"FBgn0063261" 0.0225 0.2156 0.1044
"FBgn0085252" 0.0543 0.2757 0.197
"FBgn0036503" 0.0698 0.3615 0.1931
"FBgn0260760" 0.0533 0.2863 0.1862
"FBgn0014848" 0.0555 0.3397 0.1634
"FBgn0031776" 0.0273 0.4757 0.0574
"FBgn0051806" 0.1188 0.3435 0.3459
"FBgn0261952" 0.0499 0.3117 0.1601
"FBgn0085360" 0.3557 0.8888 0.4002
"FBgn0036112" 0.0112 0.2305 0.0486
"FBgn0037127" 0.0183 0.29 0.0631
"FBgn0050334" 0.0722 0.2556 0.2825
"FBgn0034758" 0.0032 0.3331 0.0096
"FBgn0027358" 0.0228 0.1879 0.1213
"FBgn0028569" 0.0549 0.3019 0.1818
"FBgn0085253" 0.0508 0.2264 0.2244
"FBgn0037464" 0.0893 0.4197 0.2128
"FBgn0062440" 0.0174 0.2027 0.0858
"FBgn0038808" 0.0079 0.3605 0.0219
"FBgn0043539" 0.196 0.4555 0.4303
"FBgn0030277" 0.2647 0.4478 0.5911
"FBgn0035040" 0.052 0.3019 0.1722
"FBgn0038080" 0.0204 0.4016 0.0508
"FBgn0050172" 0.0078 0.18 0.0433
"FBgn0035112" 0.0681 0.2298 0.2963
"FBgn0044048" 0.1323 0.4481 0.2952
"FBgn0044051" 0.1185 0.2785 0.4255
"FBgn0038311" 0.1097 0.3155 0.3477
"FBgn0030480" 0.0238 0.2821 0.0844
"FBgn0034563" 0.0392 0.2152 0.1822
"FBgn0265834" 0.2925 0.1688 1.7328
"FBgn0033777" 0.1886 0.3976 0.4743
"FBgn0262816" 0.0904 0.4019 0.2249
"FBgn0038678" 0.0155 0.3874 0.04
"FBgn0040650" 0.0366 0.4524 0.0809
"FBgn0262144" 0.0761 0.3864 0.1969
"FBgn0265265" 0.2947 0.6284 0.469
"FBgn0261845" 0.0817 0.5527 0.1478
"FBgn0051789" 0.0438 0.3169 0.1382
"FBgn0260767" 0.1041 0.4576 0.2275
"FBgn0042213" 0.0647 0.4793 0.135
"FBgn0015393" 3e-04 0.289 0.001
"FBgn0263829" 0.1019 0.3626 0.281
"FBgn0050151" 0.2505 0.9286 0.2698
"FBgn0263760" 0.1407 0.4324 0.3254
"FBgn0054007" 0.0455 0.2593 0.1755
"FBgn0050093" 0.0225 0.4692 0.048
"FBgn0263031" 0.0215 0.2701 0.0796
"FBgn0004782" 0.0609 0.5798 0.105
"FBgn0034645" 0.0082 0.0641 0.1279
"FBgn0039452" 0.0404 0.3777 0.107
"FBgn0262004" 0.0667 0.5022 0.1328
"FBgn0031040" 0.0087 0.3801 0.0229
"FBgn0013342" 0.2768 0.513 0.5396
"FBgn0037870" 0.0612 0.2992 0.2045
"FBgn0261790" 0.0043 0.1691 0.0254
"FBgn0035572" 0.0437 0.283 0.1544
"FBgn0037125" 0.0493 0.2318 0.2127
"FBgn0052643" 0.0965 0.3342 0.2887
"FBgn0085300" 0.0421 0.3335 0.1262
"FBgn0024196" 1e-04 0.1311 8e-04
"FBgn0004590" 0.0986 0.3727 0.2646
"FBgn0036277" 5e-04 0.497 0.001
"FBgn0034460" 0.0043 0.3225 0.0133
"FBgn0031977" 0.0137 0.5536 0.0247
"FBgn0033442" 0.0619 0.3717 0.1665
"FBgn0051206" 0.1236 0.1972 0.6268
"FBgn0085330" 0.0098 0.2424 0.0404
"FBgn0035271" 4e-04 0.3648 0.0011
"FBgn0040699" 0.0651 0.1101 0.5913
"FBgn0028746" 0.1569 0.7499 0.2092
"FBgn0051281" 0.2726 0.4566 0.597
"FBgn0030159" 0.0394 0.3458 0.1139
"FBgn0029770" 0.0253 0.4488 0.0564
"FBgn0020765" 0.0122 0.2363 0.0516
"FBgn0035521" 2e-04 0.2122 9e-04
"FBgn0052249" 0.0774 0.3231 0.2396
"FBgn0050109" 0.0189 0.5636 0.0335
"FBgn0034870" 0.092 0.644 0.1429
"FBgn0032972" 0.0195 0.512 0.0381
"FBgn0038945" 0.0567 0.0816 0.6949
"FBgn0031859" 0.0456 0.4857 0.0939
"FBgn0040648" 0.1569 0.3986 0.3936
"FBgn0040780" 0.0419 0.4194 0.0999
"FBgn0040816" 0.0304 0.0913 0.333
"FBgn0036204" 0.0341 0.3381 0.1009
"FBgn0053882" 2e-04 0.2453 8e-04
"FBgn0262810" 0.1519 0.2817 0.5392
"FBgn0262824" 0.0866 0.3052 0.2837
"FBgn0039259" 0.0077 0.3691 0.0209
"FBgn0262786" 0.1148 0.3906 0.2939
"FBgn0050411" 0.1121 0.1895 0.5916
"FBgn0085351" 0.0251 0.3414 0.0735
"FBgn0038458" 0.0607 0.3418 0.1776
"FBgn0259705" 0.0481 0.287 0.1676
"FBgn0037137" 0.0633 0.2653 0.2386
"FBgn0031554" 0.0369 0.3397 0.1086
"FBgn0035735" 0.0587 0.4099 0.1432
"FBgn0037195" 0.1201 0.3924 0.3061
"FBgn0052564" 0.0278 0.2868 0.0969
"FBgn0085249" 0.2242 0.5443 0.4119
"FBgn0259713" 0.0224 0.4295 0.0522
"FBgn0086519" 0.1487 0.2989 0.4975
"FBgn0030280" 0.0844 0.3535 0.2388
"FBgn0037562" 0.1058 0.2585 0.4093
"FBgn0026141" 0.0046 3.0138 0.0015
"FBgn0040608" 0.0872 0.3549 0.2457
"FBgn0262539" 0.1762 0.3957 0.4453
"FBgn0037602" 0.0092 0.4787 0.0192
"FBgn0264922" 0.0045 0.2884 0.0156
"FBgn0266598" 0.0351 0.4268 0.0822
"FBgn0044050" 0.0414 0.4588 0.0902
"FBgn0025578" 0.029 0.2825 0.1027
"FBgn0037579" 0.0269 0.1953 0.1377
"FBgn0264605" 0.0073 0.1651 0.0442
"FBgn0053229" 0.0355 0.2807 0.1265
"FBgn0039521" 0.2379 0.4391 0.5418
"FBgn0265298" 0.0026 0.2166 0.012
"FBgn0053198" 2e-04 0.233 9e-04
"FBgn0035491" 0.0629 0.2536 0.248
"FBgn0052667" 0.1039 0.2778 0.374
"FBgn0014454" 0.0076 0.1116 0.0681
"FBgn0031940" 1e-04 0.0891 0.0011
"FBgn0035675" 6e-04 0.5589 0.0011
"FBgn0050163" 0.0192 0.4067 0.0472
"FBgn0039300" 1e-04 0.0922 0.0011
"FBgn0038132" 0.0101 0.1046 0.0966
"FBgn0030570" 0.0193 0.1641 0.1176
"FBgn0040670" 0.2305 0.2821 0.8171
"FBgn0259203" 0.0626 0.2363 0.2649
"FBgn0085244" 0.0937 0.3713 0.2524
"FBgn0039942" 0.0263 0.3845 0.0684
"FBgn0044511" 0.0057 0.1034 0.0551
"FBgn0261860" 0.0654 0.9507 0.0688
"FBgn0036610" 0.0729 0.3396 0.2147
"FBgn0024244" 1e-04 0.0964 0.001
"FBgn0039869" 0.0408 0.4992 0.0817
"FBgn0262024" 0.2126 0.3182 0.6681
"FBgn0038079" 0.0033 0.2445 0.0135
"FBgn0039830" 0.0064 0.0207 0.3092
"FBgn0037156" 0.0377 0.4867 0.0775
"FBgn0259717" 0.0108 0.2018 0.0535
"FBgn0034510" 0.1329 0.1653 0.804
"FBgn0040534" 3e-04 0.2881 0.001
"FBgn0027359" 0.0045 0.4893 0.0092
"FBgn0038589" 1e-04 0.1495 7e-04
"FBgn0032048" 2e-04 0.1714 0.0012
"FBgn0031992" 0.0092 0.3329 0.0276
"FBgn0260008" 0.0102 0.3125 0.0326
"FBgn0023170" 0 0.0209 0
"FBgn0263046" 0.0162 0.5508 0.0294
"FBgn0038749" 0.0221 0.28 0.0789
"FBgn0085246" 0.053 0.1647 0.3218
"FBgn0015288" 0.0142 0.1615 0.0879
"FBgn0023534" 0.0123 0.2702 0.0455
"FBgn0050369" 0.1107 0.3322 0.3332
"FBgn0013432" 0.0182 0.3066 0.0594
"FBgn0064117" 0.0049 0.1733 0.0283
"FBgn0040796" 0.042 0.2763 0.152
"FBgn0029573" 0.0072 0.7456 0.0097
"FBgn0085311" 0.0083 0.644 0.0129
"FBgn0036728" 0.0046 0.1732 0.0266
"FBgn0040906" 0.0516 0.6281 0.0822
"FBgn0051710" 0.0291 0.2925 0.0995
"FBgn0052248" 0.0208 0.192 0.1083
"FBgn0002354" 0.0237 0.2969 0.0798
"FBgn0023178" 0.0238 0.2792 0.0852
"FBgn0034328" 0.1065 0.2035 0.5233
"FBgn0261055" 0.3534 0.3055 1.1568
"FBgn0047334" 0.1325 0.186 0.7124
"FBgn0031941" 0.0387 0.2931 0.132
"FBgn0266431" 0.0058 0.2239 0.0259
"FBgn0050108" 0.0417 0.3741 0.1115
"FBgn0260452" 0.1049 0.2616 0.401
"FBgn0011670" 0.5087 0.6452 0.7884
"FBgn0085282" 0.105 0.2467 0.4256
"FBgn0264829" 0.0839 0.042 1.9976
"FBgn0033104" 3e-04 0.3275 9e-04
"FBgn0265413" 0.5428 4.8878 0.1111
"FBgn0023415" 0.0752 0.2422 0.3105
"FBgn0000564" 2e-04 0.17 0.0012
"FBgn0259832" 0.0046 0.2145 0.0214
"FBgn0026090" 0.0183 0.1903 0.0962
"FBgn0262170" 0.0711 0.4697 0.1514
"FBgn0035570" 0.0668 0.2583 0.2586
"FBgn0038196" 0.0104 0.2354 0.0442
"FBgn0032439" 0.3077 0.6032 0.5101
"FBgn0262873" 0.0663 0.3579 0.1852
"FBgn0000358" 0.0049 0.1972 0.0248
"FBgn0032115" 0.1351 0.4286 0.3152
"FBgn0050222" 0.2586 0.4529 0.571
"FBgn0003275" 7e-04 0.7267 0.001
"FBgn0043002" 0.0413 0.3273 0.1262
"FBgn0036108" 0.065 0.4775 0.1361
"FBgn0030244" 0.0165 0.2358 0.07
"FBgn0063923" 0.1386 0.2726 0.5084
"FBgn0085367" 0.177 0.3695 0.479
"FBgn0036531" 0.0985 0.2571 0.3831
"FBgn0047338" 0.0495 0.3055 0.162
"FBgn0038512" 0.0319 0.325 0.0982
"FBgn0040602" 0.1062 0.3829 0.2774
"FBgn0035512" 0.005 0.1935 0.0258
"FBgn0260857" 0.0181 0.4007 0.0452
"FBgn0047199" 0.0541 0.0621 0.8712
"FBgn0262541" 0.1625 0.3064 0.5304
"FBgn0031104" 0.683 0.6246 1.0935
"FBgn0051496" 0.0913 0.2437 0.3746
"FBgn0052230" 0.0054 0.2822 0.0191
"FBgn0031066" 1e-04 0.0814 0.0012
"FBgn0040634" 0.029 0.5873 0.0494
"FBgn0014851" 0.0329 0.2355 0.1397
"FBgn0264487" 0.0631 0.0446 1.4148
"FBgn0036382" 0.0107 0.0476 0.2248
"FBgn0040814" 0.229 0.4606 0.4972
"FBgn0030616" 0.0311 0.184 0.169
"FBgn0051855" 0.0038 0.6484 0.0059
"FBgn0032472" 0.0687 0.1955 0.3514
"FBgn0052448" 0.0259 0.4326 0.0599
"FBgn0033145" 0.0983 0.4225 0.2327
"FBgn0032385" 0.1278 0.3531 0.3619
"FBgn0035020" 0.0453 0.1848 0.2451
"FBgn0030319" 0.1169 0.3243 0.3605
"FBgn0047351" 0.0852 0.5724 0.1488
"FBgn0259962" 0.129 0.4392 0.2937
"FBgn0259952" 0.3689 0.3948 0.9344
"FBgn0030479" 0.1192 0.7004 0.1702
"FBgn0053062" 0.1752 0.2418 0.7246
"FBgn0260768" 0.2553 1.3476 0.1894
"FBgn0261353" 3e-04 0.251 0.0012
"FBgn0260944" 0.1398 0.7923 0.1764
"FBgn0040239" 0.0056 0.1353 0.0414
"FBgn0010387" 0.0044 0.4198 0.0105
"FBgn0034255" 0.196 0.5461 0.3589
"FBgn0260762" 0.052 0.4696 0.1107
"FBgn0259959" 0.0904 0.413 0.2189
"FBgn0040751" 0.0052 0.3842 0.0135
"FBgn0032429" 2e-04 0.1593 0.0013
"FBgn0038356" 0.1549 0.2229 0.6949
"FBgn0031080" 0.049 0.1962 0.2497
"FBgn0010228" 1e-04 0.096 0.001
"FBgn0040837" 0.0492 0.2161 0.2277
"FBgn0030624" 0.1413 0.3583 0.3944
"FBgn0264751" 0.0104 0.6732 0.0154
"FBgn0037172" 0.0945 0.2385 0.3962
